id,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,notes,parent_court_id
"ohctapp9summit",,,"",,"","2023-10-03 01:23:59.677249+00","f","f","f","366.99608","Oh. Ct. App. 9th Dist. Summit","Court of Appeals of Ohio, Ninth District, Summit County","Court of Appeals of Ohio, Ninth District, Summit County","",,,"ST","Created as part of import of Case.Law data.","ohctapp9"
"ohctapp9wayne",,,"",,"","2023-10-03 01:23:59.683559+00","f","f","f","366.996081","Oh. Ct. App. 9th Dist. Wayne","Court of Appeals of Ohio, Ninth District, Wayne County","Court of Appeals of Ohio, Ninth District, Wayne County","",,,"ST","Created as part of import of Case.Law data.","ohctapp9"
"ohctapp10",,,"",,"","2023-10-03 01:23:59.69113+00","f","f","f","366.996082","","Court of Appeals of Ohio, Tenth District","Court of Appeals of Ohio, Tenth District","",,,"ST","Created as part of import of Case.Law data.","ohioctapp"
"ohctapp10frankl",,,"",,"","2023-10-03 01:23:59.707367+00","f","f","f","366.996083","Oh. Ct. App. 10th Dist. Franklin","Court of Appeals of Ohio, Tenth District, Franklin County","Court of Appeals of Ohio, Tenth District, Franklin County","",,,"ST","Created as part of import of Case.Law data.","ohctapp10"
"ohctapp11",,,"",,"","2023-10-03 01:23:59.715522+00","f","f","f","366.996084","","Court of Appeals of Ohio, Eleventh District","Court of Appeals of Ohio, Eleventh District","",,,"ST","Created as part of import of Case.Law data.","ohioctapp"
"ohctapp11ashtab",,,"",,"","2023-10-03 01:23:59.722132+00","f","f","f","366.996085","Oh. Ct. App. 11th Dist. Ashtabula","Court of Appeals of Ohio, Eleventh District, Ashtabula County","Court of Appeals of Ohio, Eleventh District, Ashtabula County","",,,"ST","Created as part of import of Case.Law data.","ohctapp11"
"ohctapp11geauga",,,"",,"","2023-10-03 01:23:59.734527+00","f","f","f","366.996086","Oh. Ct. App. 11th Dist. Geauga","Court of Appeals of Ohio, Eleventh District, Geauga County","Court of Appeals of Ohio, Eleventh District, Geauga County","",,,"ST","Created as part of import of Case.Law data.","ohctapp11"
"ohctapp11lake",,,"",,"","2023-10-03 01:23:59.745677+00","f","f","f","366.996087","Oh. Ct. App. 11th Dist. Lake","Court of Appeals of Ohio, Eleventh District, Lake County","Court of Appeals of Ohio, Eleventh District, Lake County","",,,"ST","Created as part of import of Case.Law data.","ohctapp11"
"ohctapp11portag",,,"",,"","2023-10-03 01:23:59.757118+00","f","f","f","366.996088","Oh. Ct. App. 11th Dist. Portage","Court of Appeals of Ohio, Eleventh District, Portage County","Court of Appeals of Ohio, Eleventh District, Portage County","",,,"ST","Created as part of import of Case.Law data.","ohctapp11"
"ohctapp11trumbu",,,"",,"","2023-10-03 01:23:59.764043+00","f","f","f","366.996089","Oh. Ct. App. 11th Dist. Trumbull","Court of Appeals of Ohio, Eleventh District, Trumbull County","Court of Appeals of Ohio, Eleventh District, Trumbull County","",,,"ST","Created as part of import of Case.Law data.","ohctapp11"
"ohctapp12",,,"",,"","2023-10-03 01:23:59.770825+00","f","f","f","366.99609","","Court of Appeals of Ohio, Twelfth District","Court of Appeals of Ohio, Twelfth District","",,,"ST","Created as part of import of Case.Law data.","ohioctapp"
"ohctapp12brown",,,"",,"","2023-10-03 01:23:59.779847+00","f","f","f","366.996091","Oh. Ct. App. 12th Dist. Brown","Court of Appeals of Ohio, Twelfth District, Brown County","Court of Appeals of Ohio, Twelfth District, Brown County","",,,"ST","Created as part of import of Case.Law data.","ohctapp12"
"ohctapp12butler",,,"",,"","2023-10-03 01:23:59.790772+00","f","f","f","366.996092","Oh. Ct. App. 12th Dist. Butler","Court of Appeals of Ohio, Twelfth District, Butler County","Court of Appeals of Ohio, Twelfth District, Butler County","",,,"ST","Created as part of import of Case.Law data.","ohctapp12"
"ohctapp12clermo",,,"",,"","2023-10-03 01:23:59.799933+00","f","f","f","366.996093","Oh. Ct. App. 12th Dist. Clermont","Court of Appeals of Ohio, Twelfth District, Clermont County","Court of Appeals of Ohio, Twelfth District, Clermont County","",,,"ST","Created as part of import of Case.Law data.","ohctapp12"
"ohctapp12clinto",,,"",,"","2023-10-03 01:23:59.815251+00","f","f","f","366.996094","Oh. Ct. App. 12th Dist. Clinton","Court of Appeals of Ohio, Twelfth District, Clinton County","Court of Appeals of Ohio, Twelfth District, Clinton County","",,,"ST","Created as part of import of Case.Law data.","ohctapp12"
"ohctapp12fayett",,,"",,"","2023-10-03 01:23:59.835286+00","f","f","f","366.996095","Oh. Ct. App. 12th Dist. Fayette","Court of Appeals of Ohio, Twelfth District, Fayette County","Court of Appeals of Ohio, Twelfth District, Fayette County","",,,"ST","Created as part of import of Case.Law data.","ohctapp12"
"ohctapp12madiso",,,"",,"","2023-10-03 01:23:59.85482+00","f","f","f","366.996096","Oh. Ct. App. 12th Dist. Madison","Court of Appeals of Ohio, Twelfth District, Madison County","Court of Appeals of Ohio, Twelfth District, Madison County","",,,"ST","Created as part of import of Case.Law data.","ohctapp12"
"ohctapp12preble",,,"",,"","2023-10-03 01:23:59.869204+00","f","f","f","366.996097","Oh. Ct. App. 12th Dist. Preble","Court of Appeals of Ohio, Twelfth District, Preble County","Court of Appeals of Ohio, Twelfth District, Preble County","",,,"ST","Created as part of import of Case.Law data.","ohctapp12"
"ohctapp12warren",,,"",,"","2023-10-03 01:23:59.879287+00","f","f","f","366.996098","Oh. Ct. App. 12th Dist. Warren","Court of Appeals of Ohio, Twelfth District, Warren County","Court of Appeals of Ohio, Twelfth District, Warren County","",,,"ST","Created as part of import of Case.Law data.","ohctapp12"
"ohcirctadams",,,"",,"","2023-10-03 01:23:59.89515+00","f","f","f","366.9961","Oh. Circ. Ct., Adams","Adams Circuit Court","Adams Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctallen",,,"",,"","2023-10-03 01:23:59.909038+00","f","f","f","366.996101","Oh. Circ. Ct., Allen","Allen Circuit Court","Allen Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctashland",,,"",,"","2023-10-03 01:23:59.927255+00","f","f","f","366.996102","Oh. Circ. Ct., Ashland","Ashland Circuit Court","Ashland Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctashtabul",,,"",,"","2023-10-03 01:23:59.943161+00","f","f","f","366.996103","Oh. Circ. Ct., Ashtabula","Ashtabula Circuit Court","Ashtabula Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctathens",,,"",,"","2023-10-03 01:23:59.959172+00","f","f","f","366.996104","Oh. Circ. Ct., Athens","Athens Circuit Court","Athens Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctauglaize",,,"",,"","2023-10-03 01:23:59.975291+00","f","f","f","366.996105","Oh. Circ. Ct., Auglaize","Auglaize County Circuit Court","Auglaize County Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctbelmont",,,"",,"","2023-10-03 01:23:59.991322+00","f","f","f","366.996106","Oh. Circ. Ct., Belmont","Belmont Circuit Court","Belmont Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctbrown",,,"",,"","2023-10-03 01:24:00.000074+00","f","f","f","366.996107","Oh. Circ. Ct., Brown","Brown Circuit Court","Brown Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctbutler",,,"",,"","2023-10-03 01:24:00.027223+00","f","f","f","366.996108","Oh. Circ. Ct., Butler","Butler Circuit Court","Butler Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctcarroll",,,"",,"","2023-10-03 01:24:00.047321+00","f","f","f","366.9961085","Oh. Circ. Ct., Carroll","Carroll Circuit Court","Carroll Circuit Court","",,,"ST","","ohiocirct"
"ohcirctchampaig",,,"",,"","2023-10-03 01:24:00.063288+00","f","f","f","366.996109","Oh. Circ. Ct., Champaign","Champaign Circuit Court","Champaign Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctclark",,,"",,"","2023-10-03 01:24:00.074627+00","f","f","f","366.99611","Oh. Circ. Ct., Clark","Clark Circuit Court","Clark Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctclermont",,,"",,"","2023-10-03 01:24:00.085604+00","f","f","f","366.996111","Oh. Circ. Ct., Clermont","Clermont Circuit Court","Clermont Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctclinton",,,"",,"","2023-10-03 01:24:00.092646+00","f","f","f","366.996112","Oh. Circ. Ct., Clinton","Clinton Circuit Court","Clinton Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctcolumbia",,,"",,"","2023-10-03 01:24:00.101458+00","f","f","f","366.996113","Oh. Circ. Ct., Columbiana","Columbiana Circuit Court","Columbiana Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctcoshocto",,,"",,"","2023-10-03 01:24:00.109275+00","f","f","f","366.996114","Oh. Circ. Ct., Coshocton","Coshocton Circuit Court","Coshocton Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctcrawford",,,"",,"","2023-10-03 01:24:00.119189+00","f","f","f","366.996115","Oh. Circ. Ct., Crawford","Crawford Circuit Court","Crawford Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctcuyahoga",,,"",,"","2023-10-03 01:24:00.131361+00","f","f","f","366.996116","Oh. Circ. Ct., Cuyahoga","Cuyahoga Circuit Court","Cuyahoga Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctdarke",,,"",,"","2023-10-03 01:24:00.145299+00","f","f","f","366.996117","Oh. Circ. Ct., Darke","Darke Circuit Court","Darke Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctdefiance",,,"",,"","2023-10-03 01:24:00.159325+00","f","f","f","366.996118","Oh. Circ. Ct., Defiance","Defiance Circuit Court","Defiance Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctdelaware",,,"",,"","2023-10-03 01:24:00.181354+00","f","f","f","366.996119","Oh. Circ. Ct., Delaware","Delaware Circuit Court","Delaware Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcircterie",,,"",,"","2023-10-03 01:24:00.201001+00","f","f","f","366.99612","Oh. Circ. Ct., Erie","Erie Circuit Court","Erie Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctfairfiel",,,"",,"","2023-10-03 01:24:00.215297+00","f","f","f","366.996121","Oh. Circ. Ct., Fairfield","Fairfield Circuit Court","Fairfield Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctfayette",,,"",,"","2023-10-03 01:24:00.225582+00","f","f","f","366.996122","Oh. Circ. Ct., Fayette","Fayette Circuit Court","Fayette Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctfranklin",,,"",,"","2023-10-03 01:24:00.232693+00","f","f","f","366.9961225","Oh. Circ. Ct., Franklin","Franklin Circuit Court","Franklin Circuit Court","",,,"ST","","ohiocirct"
"ohcirctfulton",,,"",,"","2023-10-03 01:24:00.238813+00","f","f","f","366.996123","Oh. Circ. Ct., Fulton","Fulton Circuit Court","Fulton Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctgeauga",,,"",,"","2023-10-03 01:24:00.245432+00","f","f","f","366.996124","Oh. Circ. Ct., Geauga","Geauga Circuit Court","Geauga Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctgreene",,,"",,"","2023-10-03 01:24:00.259114+00","f","f","f","366.9961245","Oh. Circ. Ct., Greene","Greene Circuit Court","Greene Circuit Court","",,,"ST","","ohiocirct"
"ohcirctguernsey",,,"",,"","2023-10-03 01:24:00.266422+00","f","f","f","366.996125","Oh. Circ. Ct., Guernsey","Guernsey Circuit Court","Guernsey Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcircthamilton",,,"",,"","2023-10-03 01:24:00.273681+00","f","f","f","366.996126","Oh. Circ. Ct., Hamilton","Hamilton Circuit Court","Hamilton Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcircthancock",,,"",,"","2023-10-03 01:24:00.288953+00","f","f","f","366.996127","Oh. Circ. Ct., Hancock","Hancock Circuit Court","Hancock Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcircthancook",,,"",,"","2023-10-03 01:24:00.302604+00","f","f","f","366.996128","Oh. Circ. Ct., Hancook","Hancook Circuit Court","Hancook Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcircthardin",,,"",,"","2023-10-03 01:24:00.310451+00","f","f","f","366.996129","Oh. Circ. Ct., Hardin","Hardin Circuit Court","Hardin Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctharrison",,,"",,"","2023-10-03 01:24:00.32729+00","f","f","f","366.99613","Oh. Circ. Ct., Harrison","Harrison Circuit Court","Harrison Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcircthenry",,,"",,"","2023-10-03 01:24:00.339394+00","f","f","f","366.996131","Oh. Circ. Ct., Henry","Henry Circuit Court","Henry Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctholmes",,,"",,"","2023-10-03 01:24:00.349153+00","f","f","f","366.996132","Oh. Circ. Ct., Holmes","Holmes Circuit Court","Holmes Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcircthighland",,,"",,"","2023-10-03 01:24:00.363191+00","f","f","f","366.9961325","Oh. Circ. Ct., Highland","Highland Circuit Court","Highland Circuit Court","",,,"ST","","ohiocirct"
"ohcircthuron",,,"",,"","2023-10-03 01:24:00.381018+00","f","f","f","366.996133","Oh. Circ. Ct., Huron","Huron Circuit Court","Huron Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctjackson",,,"",,"","2023-10-03 01:24:00.403805+00","f","f","f","366.9961335","Oh. Circ. Ct., Jackson","Jackson Circuit Court","Jackson Circuit Court","",,,"ST","","ohiocirct"
"ohcirctjefferso",,,"",,"","2023-10-03 01:24:00.419338+00","f","f","f","366.9961336","Oh. Circ. Ct., Jefferson","Jefferson Circuit Court","Jefferson Circuit Court","",,,"ST","","ohiocirct"
"ohcirctknox",,,"",,"","2023-10-03 01:24:00.435273+00","f","f","f","366.996134","Oh. Circ. Ct., Knox","Knox County Circuit Court","Knox County Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctlake",,,"",,"","2023-10-03 01:24:00.45116+00","f","f","f","366.9961345","Oh. Circ. Ct., Lake","Lake County Circuit Court","Lake County Circuit Court","",,,"ST","","ohiocirct"
"ohcirctlawrence",,,"",,"","2023-10-03 01:24:00.471295+00","f","f","f","366.996135","Oh. Circ. Ct., Lawrence","Lawrence Circuit Court","Lawrence Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctlicking",,,"",,"","2023-10-03 01:24:00.487256+00","f","f","f","366.996136","Oh. Circ. Ct., Licking","Licking Circuit Court","Licking Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctlogan",,,"",,"","2023-10-03 01:24:00.497016+00","f","f","f","366.996137","Oh. Circ. Ct., Logan","Logan Circuit Court","Logan Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctlorain",,,"",,"","2023-10-03 01:24:00.503478+00","f","f","f","366.996138","Oh. Circ. Ct., Lorain","Lorain Circuit Court","Lorain Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctlucas",,,"",,"","2023-10-03 01:24:00.509392+00","f","f","f","366.996139","Oh. Circ. Ct., Lucas","Lucas Circuit Court","Lucas Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctmadison",,,"",,"","2023-10-03 01:24:00.523364+00","f","f","f","366.9961394","Oh. Circ. Ct., Madison","Madison Circuit Court","Madison Circuit Court","",,,"ST","","ohiocirct"
"ohcirctmahoning",,,"",,"","2023-10-03 01:24:00.542306+00","f","f","f","366.99614","Oh. Circ. Ct., Mahoning","Mahoning Circuit Court","Mahoning Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctmarion",,,"",,"","2023-10-03 01:24:00.556759+00","f","f","f","366.9961401","Oh. Circ. Ct., Marion","Marion Circuit Court","Marion Circuit Court","",,,"ST","","ohiocirct"
"ohcirctmedina",,,"",,"","2023-10-03 01:24:00.569277+00","f","f","f","366.996141","Oh. Circ. Ct., Medina","Medina Circuit Court","Medina Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctmeigs",,,"",,"","2023-10-03 01:24:00.583432+00","f","f","f","366.996142","Oh. Circ. Ct., Meigs","Meigs Circuit Court","Meigs Circuit Court","",,,"ST","Created as part of import of Case.Law data.","ohiocirct"
"ohcirctmercer",,,"",,"","2023-10-03 01:24:00.603459+00","f","f","f","366.9961424","Oh. Circ. Ct., Mercer","Mercer Circuit Court","Mercer Circuit Court","",,,"ST","","ohiocirct"
